Date,Open,High,Low,Close,Adj Close,Volume
2021-05-03,132.039993,134.070007,131.830002,132.539993,130.963547,75135100
2021-05-04,131.190002,131.490005,126.699997,127.849998,126.329346,137564700
2021-05-05,129.199997,130.449997,127.970001,128.100006,126.576378,84000900
2021-05-06,127.889999,129.750000,127.129997,129.740005,128.196869,78128300
2021-05-07,130.850006,131.259995,129.479996,130.210007,128.879822,78973300
2021-05-10,129.410004,129.539993,126.809998,126.849998,125.554138,88071200
2021-05-11,123.500000,126.269997,122.769997,125.910004,124.623741,126142800
2021-05-12,123.400002,124.639999,122.250000,122.769997,121.515816,112172300
2021-05-13,124.580002,126.150002,124.260002,124.970001,123.693344,105861300
2021-05-14,126.250000,127.889999,125.849998,127.449997,126.148018,81918000
2021-05-17,126.820000,126.930000,125.169998,126.269997,124.980072,74244600
2021-05-18,126.559998,126.989998,124.779999,124.849998,123.574577,63342900
2021-05-19,123.160004,124.919998,122.860001,124.690002,123.416206,92612000
2021-05-20,125.230003,127.720001,125.099998,127.309998,126.009438,76857100
2021-05-21,127.820000,128.000000,125.209999,125.430000,124.148643,79295400
2021-05-24,126.010002,127.940002,125.940002,127.099998,125.801590,63092900
2021-05-25,127.820000,128.320007,126.320000,126.900002,125.603638,72009500
2021-05-26,126.959999,127.389999,126.419998,126.849998,125.554138,56575900
2021-05-27,126.440002,127.639999,125.080002,125.279999,124.000175,94625600
2021-05-28,125.570000,125.800003,124.550003,124.610001,123.337029,71311100
2021-06-01,125.080002,125.349998,123.940002,124.279999,123.010399,67637100
2021-06-02,124.279999,125.239998,124.050003,125.059998,123.782433,59278900
2021-06-03,124.680000,124.849998,123.129997,123.540001,122.277954,76229200
2021-06-04,124.070000,126.160004,123.849998,125.889999,124.603958,75169300
2021-06-07,126.169998,126.320000,124.830002,125.900002,124.613853,71057600
2021-06-08,126.599998,128.460007,126.209999,126.739998,125.445267,74403800
2021-06-09,127.209999,127.750000,126.519997,127.129997,125.831276,56877900
2021-06-10,127.019997,128.190002,125.940002,126.110001,124.821701,71186400
2021-06-11,126.529999,127.440002,126.099998,127.349998,126.049026,53522400
2021-06-14,127.820000,130.539993,127.070000,130.479996,129.147049,96906500
2021-06-15,129.940002,130.600006,129.389999,129.639999,128.315659,62746300
2021-06-16,130.369995,130.889999,128.460007,130.149994,128.820450,91815000
2021-06-17,129.800003,132.550003,129.649994,131.789993,130.443649,96721700
2021-06-18,130.710007,131.509995,130.240005,130.460007,129.127243,108953300
2021-06-21,130.300003,132.410004,129.210007,132.300003,130.948471,79663300
2021-06-22,132.130005,134.080002,131.619995,133.979996,132.611298,74783600
2021-06-23,133.770004,134.320007,133.229996,133.699997,132.334167,60214200
2021-06-24,134.449997,134.639999,132.929993,133.410004,132.047134,68711000
2021-06-25,133.460007,133.889999,132.809998,133.110001,131.750168,70783700
2021-06-28,133.410004,135.250000,133.350006,134.779999,133.403137,62111300
2021-06-29,134.800003,136.490005,134.350006,136.330002,134.937302,64556100
2021-06-30,136.169998,137.410004,135.869995,136.960007,135.560867,63261400
2021-07-01,136.600006,137.330002,135.759995,137.270004,135.867706,52485800
2021-07-02,137.899994,140.000000,137.750000,139.960007,138.530228,78852600
2021-07-06,140.070007,143.149994,140.070007,142.020004,140.569168,108181800
2021-07-07,143.539993,144.889999,142.660004,144.570007,143.093140,104911600
2021-07-08,141.580002,144.059998,140.669998,143.240005,141.776718,105575500
2021-07-09,142.750000,145.649994,142.649994,145.110001,143.627594,99890800
2021-07-12,146.210007,146.320007,144.000000,144.500000,143.023834,76299700
2021-07-13,144.029999,147.460007,143.630005,145.639999,144.152191,100827100
2021-07-14,148.100006,149.570007,147.679993,149.149994,147.626312,127050800
2021-07-15,149.240005,150.000000,147.089996,148.479996,146.963165,106820300
2021-07-16,148.460007,149.759995,145.880005,146.389999,144.894516,93251400
2021-07-19,143.750000,144.070007,141.669998,142.449997,140.994781,121434600
2021-07-20,143.460007,147.100006,142.960007,146.149994,144.656982,96350000
2021-07-21,145.529999,146.130005,144.630005,145.399994,143.914627,74993500
2021-07-22,145.940002,148.199997,145.809998,146.800003,145.300339,77338200
2021-07-23,147.550003,148.720001,146.919998,148.559998,147.042374,71447400
2021-07-26,148.270004,149.830002,147.699997,148.990005,147.467987,72434100
2021-07-27,149.119995,149.210007,145.550003,146.770004,145.270645,104818600
2021-07-28,144.809998,146.970001,142.539993,144.979996,143.498932,118931200
2021-07-29,144.690002,146.550003,144.580002,145.639999,144.152191,56699500
2021-07-30,144.380005,146.330002,144.110001,145.860001,144.369934,70440600
2021-08-02,146.360001,146.949997,145.250000,145.520004,144.033417,62880000
2021-08-03,145.809998,148.039993,145.179993,147.360001,145.854614,64786600
2021-08-04,147.270004,147.789993,146.279999,146.949997,145.448792,56368300
2021-08-05,146.979996,147.839996,146.169998,147.059998,145.557693,46397700
2021-08-06,146.350006,147.110001,145.630005,146.139999,144.863800,54126800
2021-08-09,146.199997,146.699997,145.520004,146.089996,144.814255,48908700
2021-08-10,146.440002,147.710007,145.300003,145.600006,144.328506,69023100
2021-08-11,146.050003,146.720001,145.529999,145.860001,144.586243,48493500
2021-08-12,146.190002,149.050003,145.839996,148.889999,147.589767,72282600
2021-08-13,148.970001,149.440002,148.270004,149.100006,147.797974,59375000
2021-08-16,148.539993,151.190002,146.470001,151.119995,149.800308,103296000
2021-08-17,150.229996,151.679993,149.089996,150.190002,148.878418,92229700
2021-08-18,149.800003,150.720001,146.149994,146.360001,145.081863,86326000
2021-08-19,145.029999,148.000000,144.500000,146.699997,145.418915,86960300
2021-08-20,147.440002,148.500000,146.779999,148.190002,146.895905,60549600
2021-08-23,148.309998,150.190002,147.889999,149.710007,148.402618,60131800
2021-08-24,149.449997,150.860001,149.149994,149.619995,148.313416,48606400
2021-08-25,149.809998,150.320007,147.800003,148.360001,147.064423,58991300
2021-08-26,148.350006,149.119995,147.509995,147.539993,146.251572,48597200
2021-08-27,147.479996,148.750000,146.830002,148.600006,147.302322,55802400
2021-08-30,149.000000,153.490005,148.610001,153.119995,151.782837,90956700
2021-08-31,152.660004,152.800003,151.289993,151.830002,150.504120,86453100
2021-09-01,152.830002,154.979996,152.339996,152.509995,151.178177,80313700
2021-09-02,153.869995,154.720001,152.399994,153.649994,152.308212,71115500
2021-09-03,153.759995,154.630005,153.089996,154.300003,152.952530,57808700
2021-09-07,154.970001,157.259995,154.389999,156.690002,155.321686,82278300
2021-09-08,156.979996,157.039993,153.979996,155.110001,153.755478,74420200
2021-09-09,155.490005,156.110001,153.949997,154.070007,152.724548,57305700
2021-09-10,155.000000,155.479996,148.699997,148.970001,147.669098,140893200
2021-09-13,150.630005,151.419998,148.750000,149.550003,148.244019,102404300
2021-09-14,150.350006,151.070007,146.910004,148.119995,146.826492,109296300
2021-09-15,148.559998,149.440002,146.369995,149.029999,147.728561,83281300
2021-09-16,148.440002,148.970001,147.220001,148.789993,147.490662,68034100
2021-09-17,148.820007,148.820007,145.759995,146.059998,144.784485,129868800
2021-09-20,143.800003,144.839996,141.270004,142.940002,141.691757,123478900
2021-09-21,143.929993,144.600006,142.779999,143.429993,142.177475,75834000
2021-09-22,144.449997,146.429993,143.699997,145.850006,144.576340,76404300
2021-09-23,146.649994,147.080002,145.639999,146.830002,145.547791,64838200
2021-09-24,145.660004,147.470001,145.559998,146.919998,145.636993,53477900
2021-09-27,145.470001,145.960007,143.820007,145.369995,144.100525,74150700
2021-09-28,143.250000,144.750000,141.690002,141.910004,140.670731,108972300
2021-09-29,142.470001,144.449997,142.029999,142.830002,141.582703,74602000
2021-09-30,143.660004,144.380005,141.279999,141.500000,140.264328,89056700
2021-10-01,141.899994,142.919998,139.110001,142.649994,141.404266,94639600
2021-10-04,141.759995,142.210007,138.270004,139.139999,137.924942,98322000
2021-10-05,139.490005,142.240005,139.360001,141.110001,139.877716,80861100
2021-10-06,139.470001,142.149994,138.369995,142.000000,140.759949,83221100
2021-10-07,143.059998,144.220001,142.720001,143.289993,142.038681,61732700
2021-10-08,144.029999,144.179993,142.559998,142.899994,141.652084,58773200
2021-10-11,142.270004,144.809998,141.809998,142.809998,141.562897,64452200
2021-10-12,143.229996,143.250000,141.039993,141.509995,140.274231,73035900
2021-10-13,141.240005,141.399994,139.199997,140.910004,139.679474,78762700
2021-10-14,142.110001,143.880005,141.509995,143.759995,142.504578,69907100
2021-10-15,143.770004,144.899994,143.509995,144.839996,143.575134,67940300
2021-10-18,143.449997,146.839996,143.160004,146.550003,145.270218,85589200
2021-10-19,147.009995,149.169998,146.550003,148.759995,147.460922,76378900
2021-10-20,148.699997,149.750000,148.119995,149.259995,147.956543,58418800
2021-10-21,148.809998,149.639999,147.869995,149.479996,148.174637,61421000
2021-10-22,149.690002,150.179993,148.639999,148.690002,147.391525,58883400
2021-10-25,148.679993,149.369995,147.619995,148.639999,147.341965,50720600
2021-10-26,149.330002,150.839996,149.009995,149.320007,148.016052,60893400
2021-10-27,149.360001,149.729996,148.490005,148.850006,147.550156,56094900
2021-10-28,149.820007,153.169998,149.720001,152.570007,151.237656,100077900
2021-10-29,147.220001,149.940002,146.410004,149.800003,148.491837,124953200
2021-11-01,148.990005,149.699997,147.800003,148.960007,147.659180,74588300
2021-11-02,148.660004,151.570007,148.649994,150.020004,148.709900,69122000
2021-11-03,150.389999,151.970001,149.820007,151.490005,150.167099,54511500
2021-11-04,151.580002,152.429993,150.639999,150.960007,149.641708,60394600
2021-11-05,151.889999,152.199997,150.059998,151.279999,150.177780,65463900
2021-11-08,151.410004,151.570007,150.160004,150.440002,149.343903,55020900
2021-11-09,150.199997,151.429993,150.059998,150.809998,149.711182,56787900
2021-11-10,150.020004,150.130005,147.850006,147.919998,146.842255,65187100
2021-11-11,148.960007,149.429993,147.679993,147.869995,146.792618,41000000
2021-11-12,148.429993,150.399994,147.479996,149.990005,148.897186,63804000
2021-11-15,150.369995,151.880005,149.429993,150.000000,148.907104,59222800
2021-11-16,149.940002,151.490005,149.339996,151.000000,149.899811,59256200
2021-11-17,151.000000,155.000000,150.990005,153.490005,152.371674,88807000
2021-11-18,153.710007,158.669998,153.050003,157.869995,156.719757,137827700
2021-11-19,157.649994,161.020004,156.529999,160.550003,159.380234,117305600
2021-11-22,161.679993,165.699997,161.000000,161.020004,159.846802,117467900
2021-11-23,161.119995,161.800003,159.059998,161.410004,160.233978,96041900
2021-11-24,160.750000,162.139999,159.639999,161.940002,160.760117,69463600
2021-11-26,159.570007,160.449997,156.360001,156.809998,155.667496,76959800
2021-11-29,159.369995,161.190002,158.789993,160.240005,159.072495,88748200
2021-11-30,159.990005,165.520004,159.919998,165.300003,164.095627,174048100
2021-12-01,167.479996,170.300003,164.529999,164.770004,163.569504,152052500
2021-12-02,158.740005,164.199997,157.800003,163.759995,162.566849,136739200
2021-12-03,164.020004,164.960007,159.720001,161.839996,160.660843,118023100
2021-12-06,164.289993,167.880005,164.279999,165.320007,164.115479,107497000
2021-12-07,169.080002,171.580002,168.339996,171.179993,169.932785,120405400
2021-12-08,172.130005,175.960007,170.699997,175.080002,173.804367,116998900
2021-12-09,174.910004,176.750000,173.919998,174.559998,173.288147,108923700
2021-12-10,175.210007,179.630005,174.690002,179.449997,178.142517,115402700
2021-12-13,181.119995,182.130005,175.529999,175.740005,174.459564,153237000
2021-12-14,175.250000,177.740005,172.210007,174.330002,173.059830,139380400
2021-12-15,175.110001,179.500000,172.309998,179.300003,177.993622,131063300
2021-12-16,179.279999,181.139999,170.750000,172.259995,171.004898,150185800
2021-12-17,169.929993,173.470001,169.690002,171.139999,169.893066,195432700
2021-12-20,168.279999,170.580002,167.460007,169.750000,168.513199,107499100
2021-12-21,171.559998,173.199997,169.119995,172.990005,171.729599,91185900
2021-12-22,173.039993,175.860001,172.149994,175.639999,174.360275,92135300
2021-12-23,175.850006,176.850006,175.270004,176.279999,174.995605,68356600
2021-12-27,177.089996,180.419998,177.070007,180.330002,179.016113,74919600
2021-12-28,180.160004,181.330002,178.529999,179.289993,177.983673,79144300
2021-12-29,179.330002,180.630005,178.139999,179.380005,178.073044,62348900
2021-12-30,179.470001,180.570007,178.089996,178.199997,176.901642,59773000
2021-12-31,178.089996,179.229996,177.259995,177.570007,176.276245,64062300
2022-01-03,177.830002,182.880005,177.710007,182.009995,180.683868,104487900
2022-01-04,182.630005,182.940002,179.119995,179.699997,178.390686,99310400
2022-01-05,179.610001,180.169998,174.639999,174.919998,173.645538,94537600
2022-01-06,172.699997,175.300003,171.639999,172.000000,170.746811,96904000
2022-01-07,172.889999,174.139999,171.029999,172.169998,170.915558,86709100
2022-01-10,169.080002,172.500000,168.169998,172.190002,170.935425,106765600
2022-01-11,172.320007,175.179993,170.820007,175.080002,173.804367,76138300
2022-01-12,176.119995,177.179993,174.820007,175.529999,174.251068,74805200
2022-01-13,175.779999,176.619995,171.789993,172.190002,170.935425,84505800
2022-01-14,171.339996,173.779999,171.089996,173.070007,171.809036,80440800
2022-01-18,171.509995,172.539993,169.410004,169.800003,168.562836,90956700
2022-01-19,170.000000,171.080002,165.940002,166.229996,165.018860,94815000
2022-01-20,166.979996,169.679993,164.179993,164.509995,163.311386,91420500
2022-01-21,164.419998,166.330002,162.300003,162.410004,161.226685,122848900
2022-01-24,160.020004,162.300003,154.699997,161.619995,160.442429,162294600
2022-01-25,158.979996,162.759995,157.020004,159.779999,158.615829,115798400
2022-01-26,163.500000,164.389999,157.820007,159.690002,158.526505,108275300
2022-01-27,162.449997,163.839996,158.279999,159.220001,158.059921,121954600
2022-01-28,165.710007,170.350006,162.800003,170.330002,169.088974,179935700
2022-01-31,170.160004,175.000000,169.509995,174.779999,173.506546,115541600
2022-02-01,174.009995,174.839996,172.309998,174.610001,173.337799,86213900
2022-02-02,174.750000,175.880005,173.330002,175.839996,174.558823,84914300
2022-02-03,174.479996,176.240005,172.119995,172.899994,171.640228,89418100
2022-02-04,171.679993,174.100006,170.679993,172.389999,171.351990,82465400
2022-02-07,172.860001,173.949997,170.949997,171.660004,170.626389,77251200
2022-02-08,171.729996,175.350006,171.429993,174.830002,173.777313,74829200
2022-02-09,176.050003,176.649994,174.899994,176.279999,175.218567,71285000
2022-02-10,174.139999,175.479996,171.550003,172.119995,171.083618,90865900
2022-02-11,172.330002,173.080002,168.039993,168.639999,167.624603,98670700
2022-02-14,167.369995,169.580002,166.559998,168.880005,167.863159,86185500
2022-02-15,170.970001,172.949997,170.250000,172.789993,171.749573,62527400
2022-02-16,171.850006,173.339996,170.050003,172.550003,171.511032,61177400
2022-02-17,171.029999,171.910004,168.470001,168.880005,167.863159,69589300
2022-02-18,169.820007,170.539993,166.190002,167.300003,166.292633,82772700
2022-02-22,164.979996,166.690002,162.149994,164.320007,163.330597,91162800
2022-02-23,165.539993,166.149994,159.750000,160.070007,159.106201,90009200
2022-02-24,152.580002,162.850006,152.000000,162.740005,161.760101,141147500
2022-02-25,163.839996,165.119995,160.869995,164.850006,163.857407,91974200
2022-02-28,163.059998,165.419998,162.429993,165.119995,164.125778,95056600
2022-03-01,164.699997,166.600006,161.970001,163.199997,162.217331,83474400
2022-03-02,164.389999,167.360001,162.949997,166.559998,165.557098,79724800
2022-03-03,168.470001,168.910004,165.550003,166.229996,165.229095,76678400
2022-03-04,164.490005,165.550003,162.100006,163.169998,162.187515,83737200
2022-03-07,163.360001,165.020004,159.039993,159.300003,158.340820,96418800
2022-03-08,158.820007,162.880005,155.800003,157.440002,156.492020,131148300
2022-03-09,161.479996,163.410004,159.410004,162.949997,161.968842,91454900
2022-03-10,160.199997,160.389999,155.979996,158.520004,157.565521,105342000
2022-03-11,158.929993,159.279999,154.500000,154.729996,153.798325,96970100
2022-03-14,151.449997,154.119995,150.100006,150.619995,149.713074,108732100
2022-03-15,150.899994,155.570007,150.380005,155.089996,154.156158,92964300
2022-03-16,157.050003,160.000000,154.460007,159.589996,158.629059,102300200
2022-03-17,158.610001,161.000000,157.630005,160.619995,159.652878,75615400
2022-03-18,160.509995,164.479996,159.759995,163.979996,162.992615,123511700
2022-03-21,163.509995,166.350006,163.009995,165.380005,164.384216,95811400
2022-03-22,165.509995,169.419998,164.910004,168.820007,167.803497,81532000
2022-03-23,167.990005,172.639999,167.649994,170.210007,169.185135,98062700
2022-03-24,171.059998,174.139999,170.210007,174.070007,173.021896,90131400
2022-03-25,173.880005,175.279999,172.750000,174.720001,173.667984,80546200
2022-03-28,172.169998,175.729996,172.000000,175.600006,174.542679,90371900
2022-03-29,176.690002,179.009995,176.339996,178.960007,177.882431,100589400
2022-03-30,178.550003,179.610001,176.699997,177.770004,176.699615,92633200
2022-03-31,177.839996,178.029999,174.399994,174.610001,173.558640,103049300
2022-04-01,174.029999,174.880005,171.940002,174.309998,173.260437,78751300
2022-04-04,174.570007,178.490005,174.440002,178.440002,177.365585,76468400
2022-04-05,177.500000,178.300003,174.419998,175.059998,174.005920,73401800
2022-04-06,172.360001,173.630005,170.130005,171.830002,170.795380,89058800
2022-04-07,171.160004,173.360001,169.850006,172.139999,171.103485,77594700
2022-04-08,171.779999,171.779999,169.199997,170.089996,169.065857,76575500
2022-04-11,168.710007,169.029999,165.500000,165.750000,164.751984,72246700
2022-04-12,168.020004,169.869995,166.639999,167.660004,166.650497,79265200
2022-04-13,167.389999,171.039993,166.770004,170.399994,169.373978,70618900
2022-04-14,170.619995,171.270004,165.039993,165.289993,164.294754,75329400
2022-04-18,163.919998,166.600006,163.570007,165.070007,164.076080,69023900
2022-04-19,165.020004,167.820007,163.910004,167.399994,166.392044,67723800
2022-04-20,168.759995,168.880005,166.100006,167.229996,166.223068,67929800
2022-04-21,168.910004,171.529999,165.910004,166.419998,165.417953,87227800
2022-04-22,166.460007,167.869995,161.500000,161.789993,160.815811,84882400
2022-04-25,161.119995,163.169998,158.460007,162.880005,161.899261,96046400
2022-04-26,162.250000,162.339996,156.720001,156.800003,155.855881,95623200
2022-04-27,155.910004,159.789993,155.380005,156.570007,155.627274,88063200
2022-04-28,159.250000,164.520004,158.929993,163.639999,162.654678,130216800
2022-04-29,161.839996,166.199997,157.250000,157.649994,156.700745,131747600
2022-05-02,156.710007,158.229996,153.270004,157.960007,157.008896,123055300
2022-05-03,158.149994,160.710007,156.320007,159.479996,158.519714,88966500
2022-05-04,159.669998,166.479996,159.259995,166.020004,165.020370,108256500
2022-05-05,163.850006,164.080002,154.949997,156.770004,155.826065,130525300
2022-05-06,156.009995,159.440002,154.179993,157.279999,156.562668,116124600
2022-05-09,154.929993,155.830002,151.490005,152.059998,151.366486,131577900
2022-05-10,155.520004,156.740005,152.929993,154.509995,153.805298,115366700
2022-05-11,153.500000,155.449997,145.809998,146.500000,145.831833,142689800
2022-05-12,142.770004,146.199997,138.800003,142.559998,141.909805,182602000
2022-05-13,144.589996,148.100006,143.110001,147.110001,146.439072,113990900
2022-05-16,145.550003,147.520004,144.179993,145.539993,144.876221,86643800
2022-05-17,148.860001,149.770004,146.679993,149.240005,148.559341,78336300
2022-05-18,146.850006,147.360001,139.899994,140.820007,140.177765,109742900
2022-05-19,139.880005,141.660004,136.600006,137.350006,136.723572,136095600
2022-05-20,139.089996,140.699997,132.610001,137.589996,136.962463,137426100
2022-05-23,137.789993,143.259995,137.649994,143.110001,142.457306,117726300
2022-05-24,140.809998,141.970001,137.330002,140.360001,139.719833,104132700
2022-05-25,138.429993,141.789993,138.339996,140.520004,139.879120,92482700
2022-05-26,137.389999,144.339996,137.139999,143.779999,143.124237,90601500
2022-05-27,145.389999,149.679993,145.259995,149.639999,148.957520,90978500
2022-05-31,149.070007,150.660004,146.839996,148.839996,148.161179,103718400
2022-06-01,149.899994,151.740005,147.679993,148.710007,148.031769,74286600
2022-06-02,147.830002,151.270004,146.860001,151.210007,150.520370,72348100
2022-06-03,146.899994,147.970001,144.460007,145.380005,144.716949,88570300
2022-06-06,147.029999,148.570007,144.899994,146.139999,145.473480,71598400
2022-06-07,144.350006,149.000000,144.100006,148.710007,148.031769,67808200
2022-06-08,148.580002,149.869995,147.460007,147.960007,147.285202,53950200
2022-06-09,147.080002,147.949997,142.529999,142.639999,141.989456,69473000
2022-06-10,140.279999,140.759995,137.059998,137.130005,136.504578,91437900
2022-06-13,132.869995,135.199997,131.440002,131.880005,131.278519,122207100
2022-06-14,133.130005,133.889999,131.479996,132.759995,132.154495,84784300
2022-06-15,134.289993,137.339996,132.160004,135.429993,134.812332,91533000
2022-06-16,132.080002,132.389999,129.039993,130.059998,129.466827,108123900
2022-06-17,130.070007,133.080002,129.809998,131.559998,130.959976,134520300
2022-06-21,133.419998,137.059998,133.320007,135.869995,135.250320,81000500
2022-06-22,134.789993,137.759995,133.910004,135.350006,134.732712,73409200
2022-06-23,136.820007,138.589996,135.630005,138.270004,137.639389,72433800
2022-06-24,139.899994,141.910004,139.770004,141.660004,141.013916,89116800
2022-06-27,142.699997,143.490005,140.970001,141.660004,141.013916,70207900
2022-06-28,142.130005,143.419998,137.320007,137.440002,136.813156,67083400
2022-06-29,137.460007,140.669998,136.669998,139.229996,138.595001,66242400
2022-06-30,137.250000,138.369995,133.770004,136.720001,136.096436,98964500
2022-07-01,136.039993,139.039993,135.660004,138.929993,138.296356,71051600
2022-07-05,137.770004,141.610001,136.929993,141.559998,140.914352,73353800
2022-07-06,141.350006,144.119995,141.080002,142.919998,142.268173,74064300
2022-07-07,143.289993,146.550003,143.279999,146.350006,145.682526,66253700
2022-07-08,145.259995,147.550003,145.000000,147.039993,146.369370,64547800
2022-07-11,145.669998,146.639999,143.779999,144.869995,144.209259,63141600
2022-07-12,145.759995,148.449997,145.050003,145.860001,145.194748,77588800
2022-07-13,142.990005,146.449997,142.119995,145.490005,144.826447,71185600
2022-07-14,144.080002,148.949997,143.250000,148.470001,147.792862,78140700
2022-07-15,149.779999,150.860001,148.199997,150.169998,149.485107,76259900
2022-07-18,150.740005,151.570007,146.699997,147.070007,146.399246,81420900
2022-07-19,147.919998,151.229996,146.910004,151.000000,150.311310,82982400
2022-07-20,151.119995,153.720001,150.369995,153.039993,152.342010,64823400
2022-07-21,154.500000,155.570007,151.940002,155.350006,154.641479,65086600
2022-07-22,155.389999,156.279999,153.410004,154.089996,153.387207,66675400
2022-07-25,154.009995,155.039993,152.279999,152.949997,152.252426,53623900
2022-07-26,152.259995,153.089996,150.800003,151.600006,150.908600,55138700
